id,Credit_Score,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,Age,NumberExistingCredits,NumberPeopleMaintenance,Telephone,ForeignWorker,CheckingAccountStatus.lt.0,CheckingAccountStatus.0.to.200,CheckingAccountStatus.gt.200,CreditHistory.ThisBank.AllPaid,CreditHistory.PaidDuly,CreditHistory.Delay,CreditHistory.Critical
1782,Good,24,1925,2,2,26,1,1,1,1,0,0,1,0,1,0,0
1783,Bad,18,433,3,4,22,1,1,1,1,0,0,0,0,1,0,0
1784,Good,6,666,3,4,39,2,1,0,1,1,0,0,0,0,0,1
1785,Good,12,2251,1,2,46,1,1,1,1,0,0,1,0,1,0,0
1786,Bad,30,2150,4,2,24,1,1,1,1,0,1,0,0,1,0,0
1787,Good,9,2030,2,1,24,1,1,0,1,0,1,0,0,1,0,0
1788,Bad,12,2149,4,1,29,1,1,1,1,1,0,0,1,0,0,0
1789,Good,15,3812,1,4,23,1,1,0,1,0,0,0,0,1,0,0
1790,Good,11,1154,4,4,57,3,1,1,1,0,0,0,0,0,0,1
1791,Good,24,1603,4,4,55,1,1,1,1,1,0,0,0,1,0,0
1792,Good,18,5302,2,4,36,3,1,0,1,1,0,0,0,0,0,1
1793,Good,10,1231,3,4,32,2,2,1,0,0,0,0,0,0,0,1
1794,Bad,15,802,4,3,37,1,2,1,1,0,1,0,0,1,0,0
1795,Good,36,6304,4,4,36,2,1,1,1,0,0,0,0,0,0,1
1796,Bad,14,8978,1,4,45,1,1,0,0,1,0,0,0,1,0,0
1797,Good,24,999,4,2,25,2,1,1,1,0,0,0,0,1,0,0
1798,Good,18,2662,4,3,32,1,1,1,0,0,0,0,0,1,0,0
1799,Good,12,1402,3,4,37,1,1,0,1,0,0,0,0,0,0,1
1800,Good,48,12169,4,4,36,1,1,0,1,0,1,0,1,0,0,0
1801,Bad,48,3060,4,4,28,2,1,1,1,0,1,0,0,1,0,0
1802,Bad,30,11998,1,1,34,1,1,0,1,1,0,0,0,1,0,0
1803,Good,18,2404,2,2,26,2,1,1,1,0,0,0,0,0,0,1
1804,Good,12,1262,2,4,49,1,1,0,1,1,0,0,0,1,0,0
1805,Bad,6,4611,1,4,32,1,1,1,1,0,0,0,0,1,0,0
1806,Good,24,1901,4,4,29,1,1,0,1,0,0,0,0,1,0,0
1807,Good,15,3368,3,4,23,2,1,0,1,0,0,0,0,0,0,1
1808,Good,18,1445,4,4,49,1,1,1,1,0,0,1,1,0,0,0
1809,Good,15,1520,4,4,63,1,1,1,1,0,0,0,0,0,0,1
1810,Good,24,3878,4,2,37,1,1,0,1,0,1,0,0,0,0,1
1811,Good,47,10722,1,1,35,1,1,0,1,1,0,0,0,1,0,0
1812,Good,48,7582,2,4,31,1,1,0,1,0,1,0,0,0,1,0
1813,Bad,24,1024,4,4,48,1,1,1,1,1,0,0,0,0,1,0
1814,Good,12,1076,2,2,26,1,1,0,0,0,0,0,0,1,0,0
1815,Bad,36,9398,1,4,28,1,1,0,1,0,1,0,0,1,0,0
1816,Good,24,6419,2,4,44,2,2,0,1,1,0,0,0,0,0,1
1817,Good,42,4796,4,4,56,1,1,1,1,0,0,1,0,0,0,1
1818,Bad,48,9960,1,2,26,1,1,0,1,0,1,0,0,1,0,0
1819,Good,12,4675,1,4,20,1,1,1,1,0,0,0,0,1,0,0
1820,Good,10,1287,4,2,45,1,1,1,0,0,0,0,0,1,0,0
1821,Good,18,2515,3,4,43,1,1,0,1,0,0,0,0,1,0,0
1822,Good,21,2745,3,2,32,2,1,0,1,0,1,0,0,0,0,1
1823,Good,6,672,1,4,54,1,1,0,1,0,0,0,0,1,0,0
1824,Bad,36,3804,4,1,42,1,1,0,1,0,1,0,0,0,0,0
1825,Bad,24,1344,4,2,37,2,2,1,1,0,0,1,0,0,0,1
1826,Good,6,1543,4,2,33,1,1,1,1,0,0,0,0,1,0,0
1827,Good,30,4811,2,4,24,1,1,1,1,0,0,0,0,1,0,0
1828,Bad,8,1237,3,4,24,1,1,1,1,0,1,0,0,1,0,0
1829,Good,9,276,4,4,22,1,1,1,1,0,1,0,0,1,0,0
1830,Good,24,5511,4,1,25,1,1,1,1,0,0,0,0,1,0,0
1831,Good,24,3749,2,4,26,1,1,1,1,0,0,1,0,1,0,0
1832,Bad,12,685,2,3,25,1,1,1,1,0,1,0,0,1,0,0
1833,Good,4,1494,1,2,29,1,2,1,0,0,0,1,0,1,0,0
1834,Good,12,708,2,3,38,1,2,1,1,1,0,0,0,1,0,0
1835,Good,24,4351,1,4,48,1,1,0,1,0,1,0,0,1,0,0
1836,Good,12,701,4,2,32,2,1,1,1,0,0,0,0,0,0,1
1837,Bad,24,1938,4,3,32,1,1,1,1,1,0,0,0,1,0,0
1838,Good,24,2910,2,1,34,1,1,0,1,1,0,0,0,1,0,0
1839,Good,18,1028,4,3,36,2,1,1,1,0,0,0,0,0,0,1
1840,Good,8,3398,1,4,39,2,1,1,0,1,0,0,0,0,0,1
1841,Good,12,5801,2,4,49,1,1,0,1,0,0,0,0,0,0,1
1842,Good,24,1525,4,3,34,1,2,0,1,0,0,0,0,1,0,0
1843,Good,36,4473,4,2,31,1,1,1,1,0,0,1,0,1,0,0
1844,Good,6,1068,4,4,28,1,2,1,1,0,1,0,0,1,0,0
1845,Bad,60,7408,4,2,24,1,1,1,1,0,1,0,0,1,0,0
1846,Bad,48,11590,2,4,24,2,1,1,1,0,0,0,0,0,0,1
1847,Bad,24,4110,3,4,23,2,2,1,1,1,0,0,0,0,0,0
1848,Bad,6,3384,1,4,44,1,1,0,1,1,0,0,0,0,0,1
1849,Good,13,2101,2,4,23,1,1,1,1,0,1,0,0,1,0,0
1850,Bad,15,1275,4,2,24,1,1,1,1,1,0,0,0,1,0,0
1851,Good,24,4169,4,4,28,1,1,1,1,1,0,0,0,1,0,0
1852,Good,10,1521,4,2,31,1,1,1,1,0,1,0,0,1,0,0
1853,Good,24,5743,2,4,24,2,1,0,1,0,1,0,0,0,0,1
1854,Good,21,3599,1,4,26,1,1,1,1,1,0,0,0,1,0,0
1855,Good,18,3213,1,3,25,1,1,1,1,0,1,0,0,1,0,0
1856,Good,18,4439,1,1,33,1,1,0,1,0,1,0,0,1,0,0
1857,Good,10,3949,1,1,37,1,2,1,1,0,0,1,0,1,0,0
1858,Good,15,1459,4,2,43,1,1,1,1,0,0,0,0,0,0,1
1859,Good,13,882,4,4,23,2,1,1,1,0,1,0,0,0,0,1
1860,Good,24,3758,1,4,23,1,1,1,1,0,1,0,0,1,0,0
1861,Good,6,1743,1,2,34,2,1,1,1,0,0,0,0,0,1,0
1862,Good,9,1236,1,4,23,1,1,0,1,0,0,0,0,1,0,0
1863,Bad,9,959,1,2,29,1,1,1,0,0,1,0,0,1,0,0
1864,Good,18,3229,2,4,38,1,1,0,1,0,0,0,0,0,0,1
1865,Bad,12,6199,4,2,28,2,1,0,1,1,0,0,0,0,0,0
1866,Good,10,727,4,4,46,1,1,0,1,0,0,0,0,1,0,0
1867,Bad,24,1246,4,2,23,1,1,1,1,0,1,0,0,1,0,0
1868,Good,12,2331,1,4,49,1,1,0,1,0,0,0,0,0,0,1
1869,Bad,36,4463,4,2,26,2,1,0,1,0,0,0,0,0,1,0
1870,Bad,30,2406,4,4,23,1,1,1,1,1,0,0,0,1,0,0
1871,Good,18,1239,4,4,61,1,1,1,1,0,1,0,0,1,0,0
1872,Good,12,3399,2,3,37,1,1,1,1,0,0,1,0,1,0,0
1873,Good,12,2247,2,2,36,2,1,0,1,0,0,1,0,0,1,0
1874,Good,6,1766,1,2,21,1,1,1,1,0,0,0,0,1,0,0
1875,Good,12,1542,2,4,36,1,1,0,1,0,0,0,0,1,0,0
1876,Bad,36,3446,4,2,42,1,2,1,1,1,0,0,0,1,0,0
1877,Good,18,3001,2,4,40,1,1,1,1,0,1,0,0,1,0,0
1878,Good,36,3079,4,4,36,1,1,1,1,0,0,0,0,1,0,0
1879,Good,18,6070,3,4,33,2,1,0,1,0,0,0,0,0,0,1
1880,Good,10,2146,1,3,23,2,1,1,1,0,0,0,0,0,0,1
1881,Good,60,13756,2,4,63,1,1,0,1,0,0,0,0,0,0,1
1882,Bad,60,14782,3,4,60,2,1,0,1,0,1,0,1,0,0,0
1883,Bad,48,7685,2,4,37,1,1,1,1,1,0,0,1,0,0,0
1884,Good,18,2320,2,3,34,2,1,1,1,0,0,0,0,0,1,0
1885,Good,7,846,3,4,36,1,1,1,1,0,0,0,0,0,1,0
1886,Bad,36,14318,4,2,57,1,1,0,1,0,1,0,0,1,0,0
1887,Good,6,362,4,4,52,2,1,1,1,0,0,0,0,0,0,1
1888,Good,20,2212,4,4,39,1,1,0,1,1,0,0,0,1,0,0
1889,Bad,18,12976,3,4,38,1,1,0,1,0,1,0,0,1,0,0
1890,Good,22,1283,4,4,25,1,1,1,1,0,0,0,0,1,0,0
1891,Good,12,1330,4,1,26,1,1,1,1,0,0,1,0,1,0,0
1892,Good,30,4272,2,2,26,2,1,1,1,0,0,0,0,0,1,0
1893,Good,18,2238,2,1,25,2,1,1,1,0,0,0,0,0,0,1
1894,Good,9,1449,3,2,27,2,1,1,1,0,0,0,0,1,0,0
1895,Good,18,1820,2,2,30,1,1,0,1,0,0,0,0,1,0,0
1896,Good,12,983,1,4,19,1,1,1,1,0,1,0,0,1,0,0
1897,Good,36,3249,2,4,39,1,2,0,1,1,0,0,0,1,0,0
1898,Good,6,1957,1,4,31,1,1,1,1,1,0,0,0,0,0,1
1899,Good,9,2406,2,3,31,1,1,1,1,0,0,0,0,0,0,1
1900,Good,39,11760,2,3,32,1,1,0,1,0,1,0,0,0,1,0
1901,Good,12,2578,3,4,55,1,1,1,1,1,0,0,0,1,0,0
1902,Good,36,2348,3,2,46,2,1,0,1,1,0,0,0,0,0,1
1903,Bad,12,1223,1,1,46,2,1,1,1,0,1,0,0,1,0,0
1904,Good,24,1516,4,1,43,2,1,1,1,0,0,0,0,0,0,1
1905,Good,18,1473,3,4,39,1,1,0,1,0,0,0,0,1,0,0
1906,Good,18,1887,4,4,28,2,1,1,1,0,1,0,0,0,0,1
1907,Bad,24,8648,2,2,27,2,1,0,1,0,0,0,0,0,1,0
1908,Good,18,2899,4,4,43,1,2,1,1,0,1,0,0,0,1,0
1909,Good,15,1053,4,2,27,1,1,1,0,1,0,0,0,1,0,0
1910,Good,24,3235,3,2,26,1,1,0,1,0,0,0,0,1,0,0
1911,Bad,12,939,4,2,28,3,1,0,1,0,0,1,0,0,0,1
1912,Good,33,7253,3,2,35,2,1,0,1,0,0,0,0,0,0,1
1913,Bad,12,2292,4,2,42,2,1,0,1,0,0,0,0,0,0,1
1914,Bad,24,1381,4,2,35,1,1,1,1,1,0,0,0,1,0,0
1915,Good,36,5842,2,2,35,2,2,0,1,0,0,0,0,0,0,1
1916,Bad,12,2579,4,1,33,1,2,1,1,1,0,0,0,1,0,0
1917,Good,21,2782,1,2,31,1,1,1,1,0,0,0,0,1,0,0
1918,Bad,18,1042,4,2,33,1,1,1,1,0,1,0,0,1,0,0
1919,Good,15,3186,2,3,20,1,1,1,1,0,0,0,0,1,0,0
1920,Good,12,2028,4,2,30,1,1,1,1,0,1,0,0,1,0,0
1921,Good,12,958,2,3,47,2,2,1,1,0,1,0,0,0,0,1
1922,Good,21,1591,4,3,34,2,1,1,1,0,0,0,0,0,1,0
1923,Bad,12,2762,1,2,25,1,1,0,1,0,1,0,0,1,0,0
1924,Good,28,2743,4,2,29,2,1,1,1,0,0,0,0,0,0,1
1925,Good,18,1149,4,3,46,2,1,1,1,0,0,0,0,0,0,1
1926,Good,9,1313,1,4,20,1,1,1,1,0,0,0,0,1,0,0
1927,Bad,18,1190,2,4,55,3,2,1,1,1,0,0,0,0,0,1
1928,Good,5,3448,1,4,74,1,1,1,1,0,0,0,0,1,0,0
1929,Good,6,1872,4,4,36,3,1,0,1,1,0,0,0,0,0,1
1930,Good,24,2058,4,2,33,2,1,0,1,0,0,0,0,0,0,1
1931,Good,9,2136,3,2,25,1,1,1,1,1,0,0,0,1,0,0
1932,Bad,12,1484,2,1,25,1,1,0,1,0,1,0,0,1,0,0
1933,Good,24,1287,4,4,37,2,1,0,1,0,0,0,0,0,0,1
1934,Bad,12,609,4,1,26,1,1,1,1,0,0,1,1,0,0,0
1935,Good,12,1884,4,4,39,1,1,0,1,0,0,0,0,1,0,0
1936,Good,12,1620,2,3,30,1,1,1,1,1,0,0,0,1,0,0
1937,Good,20,2629,2,3,29,2,1,0,1,0,1,0,0,0,1,0
1938,Bad,12,719,4,4,41,1,2,1,1,0,0,0,0,1,0,0
1939,Good,9,1244,4,4,41,2,1,1,1,0,0,0,0,0,0,1
1940,Bad,36,1842,4,4,34,1,1,0,1,1,0,0,0,1,0,0
1941,Good,7,2576,2,2,35,1,1,1,1,0,1,0,0,1,0,0
1942,Good,12,1424,3,4,55,1,1,0,1,0,0,1,0,1,0,0
1943,Bad,15,1512,3,3,61,2,1,1,1,0,1,0,0,0,1,0
1944,Good,36,11054,4,2,30,1,1,0,1,0,0,0,0,0,0,1
1945,Good,6,518,3,1,29,1,1,1,1,0,0,0,0,1,0,0
1946,Good,12,2759,2,4,34,2,1,1,1,0,0,0,0,0,0,0
1947,Good,24,2679,4,1,29,1,1,0,1,0,0,0,0,1,0,0
1948,Good,11,3905,2,2,36,2,2,1,1,1,0,0,0,0,0,1
1949,Good,6,343,4,1,27,1,1,1,1,1,0,0,0,1,0,0
1950,Good,18,4594,3,2,32,1,1,0,1,0,0,0,0,1,0,0
1951,Good,15,1721,2,3,36,1,1,1,1,1,0,0,0,1,0,0
1952,Good,12,3017,3,1,34,1,1,1,1,0,1,0,0,1,0,0
1953,Good,12,754,4,4,38,2,1,1,1,0,1,0,0,1,0,0
1954,Good,18,1950,4,1,34,2,1,0,1,0,0,0,0,1,0,0
1955,Bad,24,1659,4,2,29,1,1,0,1,1,0,0,0,0,1,0
1956,Good,48,7238,3,3,32,2,2,1,1,0,0,0,0,0,1,0
1957,Good,33,2764,2,2,26,2,1,0,1,0,0,0,0,0,1,0
1958,Bad,6,448,4,4,23,1,1,1,1,1,0,0,0,1,0,0
1959,Bad,9,654,4,3,28,1,1,1,1,1,0,0,0,1,0,0
1960,Bad,18,1245,4,2,33,1,1,1,1,0,1,0,0,0,0,1
1961,Bad,18,3114,1,4,26,1,1,1,1,1,0,0,0,0,0,0
1962,Good,39,2569,4,4,24,1,1,1,1,0,0,0,0,1,0,0
1963,Good,24,5152,4,2,25,1,1,1,1,0,0,1,0,1,0,0
1964,Good,12,1037,3,4,39,1,1,1,1,0,1,0,0,1,0,0
1965,Good,15,1478,4,4,44,2,2,0,1,1,0,0,0,0,0,1
1966,Good,30,3622,4,4,57,2,1,0,1,1,0,0,0,1,0,0
1967,Good,15,960,3,2,30,2,1,1,1,0,0,0,0,0,1,0
1968,Good,12,1163,4,4,44,1,1,0,1,0,0,0,0,0,0,1
1969,Bad,6,1209,4,4,47,1,1,0,1,0,1,0,0,0,1,0
1970,Good,12,3077,2,4,52,1,1,0,1,0,0,0,0,1,0,0
1971,Good,24,3757,4,4,62,1,1,0,1,0,0,0,0,1,0,0
1972,Good,10,1418,3,2,35,1,1,1,0,0,0,0,0,1,0,0
1973,Good,6,3518,2,3,26,1,1,1,1,0,0,0,0,1,0,0
1974,Good,12,1934,2,2,26,2,1,1,1,0,0,0,0,0,0,1
1975,Bad,27,8318,2,4,42,2,1,0,1,0,1,0,0,0,0,0
1976,Good,6,1237,1,1,27,2,1,1,1,0,0,0,0,0,0,1
1977,Good,6,368,4,4,38,1,1,1,1,0,1,0,0,1,0,0
1978,Good,12,2122,3,2,39,2,2,1,0,1,0,0,0,0,0,1
1979,Bad,24,2996,2,4,20,1,1,1,1,1,0,0,0,1,0,0
1980,Bad,36,9034,4,1,29,1,1,0,1,0,1,0,0,1,0,0
1981,Good,24,1585,4,3,40,2,1,1,1,0,0,0,0,0,0,1
1982,Good,18,1301,4,2,32,1,1,1,1,0,1,0,0,1,0,0
1983,Bad,24,3123,4,1,27,1,1,1,1,1,0,0,0,1,0,0
1984,Good,36,5493,2,4,42,1,2,1,1,1,0,0,0,1,0,0
1985,Good,9,1126,2,4,49,1,1,1,1,0,0,1,0,1,0,0
1986,Bad,24,1216,4,4,38,2,2,1,1,0,1,0,0,0,0,1
1987,Bad,24,1207,4,4,24,1,1,1,1,1,0,0,0,1,0,0
1988,Bad,10,1309,4,4,27,1,1,1,1,0,0,0,0,1,0,0
1989,Good,15,2360,2,2,36,1,1,0,1,0,0,1,0,0,0,1
1990,Bad,15,6850,1,2,34,1,2,0,1,0,1,0,1,0,0,0
1991,Good,39,8588,4,2,45,1,1,0,1,0,0,0,0,1,0,0
1992,Bad,12,759,4,2,26,1,1,1,1,1,0,0,0,1,0,0
1993,Good,36,4686,2,2,32,1,1,0,1,0,0,0,0,1,0,0
1994,Good,15,2687,2,4,26,1,1,0,1,0,0,1,0,1,0,0
1995,Good,12,585,4,4,20,2,1,1,1,0,1,0,0,0,1,0
1996,Good,6,609,4,3,37,2,1,1,0,1,0,0,0,0,0,1
1997,Good,6,1203,3,2,43,1,1,0,1,1,0,0,0,1,0,0
1998,Good,6,700,4,4,36,2,1,1,1,0,0,0,0,0,0,1
1999,Good,24,5507,3,4,44,2,1,1,1,0,0,0,0,0,0,1
2000,Bad,18,3190,2,2,24,1,1,1,1,1,0,0,0,1,0,0
2001,Bad,48,7119,3,4,53,2,2,1,1,1,0,0,0,0,0,0
2002,Good,24,3488,3,4,23,1,1,1,1,0,0,0,0,1,0,0
2003,Good,18,1113,4,4,26,1,2,1,1,0,1,0,0,1,0,0
2004,Good,26,7966,2,3,30,2,1,1,1,0,1,0,0,1,0,0
2005,Good,15,1532,4,3,31,1,1,1,1,0,0,0,0,0,0,1
2006,Good,4,1503,2,1,42,2,2,1,1,0,0,0,0,0,0,1
2007,Bad,36,2302,4,4,31,1,1,1,1,1,0,0,0,1,0,0
2008,Good,6,662,3,4,41,1,2,0,1,1,0,0,0,1,0,0
2009,Good,36,2273,3,1,32,2,2,1,1,0,1,0,0,1,0,0
2010,Bad,15,2631,2,4,28,2,1,0,1,0,1,0,0,1,0,0
2011,Good,12,1503,4,4,41,1,1,1,1,0,0,0,0,0,1,0
2012,Good,24,1311,4,3,26,1,1,0,1,0,0,0,0,1,0,0
2013,Good,24,3105,4,2,25,2,1,1,1,0,0,0,0,1,0,0
2014,Bad,21,2319,2,1,33,1,1,1,1,0,0,1,0,0,0,1
2015,Good,18,3049,1,1,45,1,1,1,1,0,0,1,0,1,0,0
2016,Bad,12,1534,1,1,23,1,1,1,1,0,1,0,0,1,0,0
2017,Good,24,2032,4,4,60,2,1,0,1,0,0,0,0,0,1,0
2018,Bad,30,6350,4,4,31,1,1,1,1,1,0,0,0,1,0,0
2019,Bad,18,2864,2,1,34,1,2,1,1,0,0,1,0,1,0,0
2020,Good,12,1255,4,4,61,2,1,1,1,0,0,0,0,0,0,1
2021,Bad,24,1333,4,2,43,2,2,1,1,1,0,0,0,0,1,0
2022,Good,24,2022,4,4,37,1,1,0,1,0,0,0,0,0,0,1
2023,Good,24,1552,3,1,32,1,2,1,1,0,0,0,0,1,0,0
2024,Bad,12,626,4,4,24,1,1,1,1,1,0,0,1,0,0,0
2025,Good,48,8858,2,1,35,2,1,0,1,0,0,0,0,0,0,1
2026,Good,12,996,4,4,23,2,1,1,1,0,0,0,0,0,0,1
2027,Good,6,1750,2,4,45,1,2,1,1,0,0,0,1,0,0,0
2028,Bad,48,6999,1,1,34,2,1,0,1,1,0,0,0,1,0,0
2029,Good,9,1199,4,4,67,2,1,0,1,0,1,0,0,1,0,0
2030,Bad,21,5003,1,4,29,2,1,0,1,0,0,0,0,0,0,0
2031,Bad,24,3552,3,4,27,1,1,1,1,1,0,0,1,0,0,0
2032,Bad,18,1928,2,2,31,2,1,1,1,0,1,0,0,0,0,1
2033,Bad,24,1546,4,4,24,1,1,1,1,1,0,0,1,0,0,0
2034,Good,6,683,2,1,29,1,1,1,1,0,0,1,0,0,1,0
2035,Good,24,4712,4,2,37,2,1,0,1,0,1,0,0,0,1,0
2036,Good,24,1553,3,2,23,2,1,0,1,0,1,0,0,0,1,0
2037,Bad,12,1372,2,3,36,1,1,1,1,1,0,0,0,1,0,0
2038,Good,48,3979,4,1,41,2,2,0,1,0,1,0,0,1,0,0
2039,Bad,48,6758,3,2,31,1,1,0,1,1,0,0,0,1,0,0
2040,Bad,24,3234,4,4,23,1,1,0,1,1,0,0,0,1,0,0
2041,Good,30,5954,3,2,38,1,1,1,1,0,0,0,0,0,0,1
2042,Good,24,5433,2,4,26,1,1,0,1,0,0,0,0,1,0,0
2043,Good,15,806,4,4,22,1,1,1,1,1,0,0,0,1,0,0
2044,Good,9,1082,4,4,27,2,1,1,1,0,1,0,0,1,0,0
2045,Good,12,2930,2,1,27,1,1,1,1,0,1,0,0,1,0,0
2046,Good,24,1927,3,2,33,2,1,0,1,0,0,0,0,0,0,1
2047,Bad,36,2820,4,4,27,2,1,1,1,0,1,0,0,0,0,1
2048,Good,24,937,4,3,27,2,1,1,1,0,0,0,0,1,0,0
2049,Bad,18,1056,3,3,30,2,1,1,1,0,1,0,0,0,0,1
2050,Good,9,1388,4,2,26,1,1,1,1,0,0,0,0,1,0,0
2051,Bad,36,2384,4,1,33,1,1,1,1,0,1,0,0,1,0,0
2052,Good,12,2133,4,4,52,1,1,0,1,0,0,0,0,1,0,0
2053,Bad,18,2039,1,4,20,1,1,1,1,1,0,0,0,1,0,0
2054,Good,12,1289,4,1,21,1,1,1,1,1,0,0,0,1,0,0
2055,Bad,12,2246,3,3,60,2,1,1,1,1,0,0,0,0,0,1
2056,Good,12,385,4,3,58,4,1,0,1,1,0,0,0,0,0,1
2057,Good,24,1965,4,4,42,2,1,0,1,0,1,0,0,0,1,0
2058,Good,21,1572,4,4,36,1,1,1,1,0,0,0,0,1,0,0
2059,Bad,24,2718,3,4,20,1,1,0,1,0,1,0,0,1,0,0
2060,Bad,6,931,1,1,32,1,1,1,1,0,1,0,1,0,0,0
2061,Bad,24,1442,4,4,23,2,1,1,1,1,0,0,0,1,0,0
2062,Bad,24,4241,1,4,36,3,1,0,1,0,1,0,0,0,0,0
2063,Bad,18,2775,2,2,31,2,1,1,1,0,0,0,0,0,0,1
2064,Good,24,3863,1,2,32,1,1,1,1,0,0,0,0,0,1,0
2065,Good,7,2329,1,1,45,1,1,1,1,0,1,0,0,1,0,0
2066,Bad,9,918,4,1,30,1,1,1,1,0,1,0,0,1,0,0
2067,Bad,24,1837,4,4,34,1,1,1,1,0,1,0,1,0,0,0
2068,Good,24,2828,4,4,22,1,1,0,1,1,0,0,1,0,0,0
2069,Good,24,4526,3,2,74,1,1,0,1,0,0,0,0,0,0,1
2070,Good,18,2051,4,1,33,1,1,1,1,0,0,0,0,1,0,0
2071,Good,15,1300,4,4,45,1,2,1,1,0,0,0,0,1,0,0
2072,Bad,10,1240,1,4,48,1,2,1,1,0,0,1,0,1,0,0
2073,Good,21,3357,4,2,29,1,1,1,1,1,0,0,0,1,0,0
2074,Good,24,3632,1,4,22,1,1,1,0,1,0,0,1,0,0,0
2075,Bad,18,1808,4,1,22,1,1,1,1,0,0,0,0,0,1,0
2076,Good,60,9157,2,2,27,1,1,1,1,0,1,0,0,0,1,0
2077,Good,6,3676,1,3,37,3,2,1,1,1,0,0,0,0,0,1
2078,Bad,30,3441,2,4,21,1,1,1,1,0,1,0,0,1,0,0
2079,Bad,18,1530,3,2,32,2,1,1,1,0,0,0,0,0,0,1
2080,Bad,48,3914,4,2,38,1,1,1,1,0,0,0,0,1,0,0
2081,Bad,18,2600,4,4,65,2,1,1,1,1,0,0,0,1,0,0
2082,Good,15,1979,4,2,35,1,1,1,1,0,0,0,0,1,0,0
2083,Good,6,2116,2,2,41,1,1,0,1,0,0,1,0,1,0,0
2084,Bad,9,1437,2,3,29,1,1,1,1,0,1,0,1,0,0,0
2085,Good,42,4042,4,4,36,2,1,0,1,0,0,0,0,0,0,1
2086,Good,9,3832,1,4,64,1,1,1,1,0,0,0,0,1,0,0
2087,Good,15,1444,4,1,23,1,1,1,1,0,1,0,0,1,0,0
2088,Bad,9,1980,2,2,19,2,1,1,1,0,0,0,0,1,0,0
2089,Bad,24,1355,3,4,25,1,1,0,1,0,1,0,0,1,0,0
2090,Good,12,1393,4,4,47,3,2,0,1,0,0,0,0,1,0,0
2091,Good,24,1376,4,1,28,1,1,1,1,0,0,0,0,1,0,0
2092,Good,60,15653,2,4,21,2,1,0,1,0,0,0,0,0,1,0
2093,Good,12,1493,4,3,34,1,2,1,1,0,0,0,0,1,0,0
2094,Bad,42,4370,3,2,26,2,2,0,1,1,0,0,0,0,1,0
2095,Bad,18,750,4,1,27,1,1,1,1,1,0,0,0,1,0,0
2096,Good,15,1308,4,4,38,2,1,1,1,0,1,0,0,1,0,0
2097,Bad,15,4623,3,2,40,1,1,0,1,0,0,0,0,1,0,0
2098,Good,24,1851,4,2,33,2,1,0,1,0,0,0,0,0,0,1
2099,Good,18,1880,4,1,32,2,1,0,1,1,0,0,0,0,0,1
2100,Bad,36,7980,4,4,27,2,1,0,1,0,0,0,0,0,1,0
2101,Good,30,4583,2,2,32,2,1,1,1,1,0,0,0,0,0,0
2102,Bad,12,1386,2,2,26,1,1,1,1,0,0,0,0,1,0,0
2103,Bad,24,947,4,3,38,1,2,1,1,0,0,1,0,1,0,0
2104,Good,48,7476,4,1,50,1,1,0,1,1,0,0,0,1,0,0
2105,Bad,12,1922,4,2,37,1,1,1,1,0,1,0,0,1,0,0
2106,Bad,24,2303,4,1,45,1,1,1,1,1,0,0,0,1,0,0
2107,Bad,36,8086,2,4,42,4,1,0,1,0,1,0,0,0,1,0
2108,Good,24,2346,4,3,35,2,1,0,1,0,0,0,0,0,0,1
2109,Good,14,3973,1,4,22,1,1,1,1,1,0,0,0,1,0,0
2110,Bad,12,888,4,4,41,1,2,1,1,0,1,0,0,1,0,0
2111,Good,48,10222,4,3,37,1,1,0,1,0,0,0,0,1,0,0
2112,Good,18,6361,2,1,41,1,1,0,1,0,1,0,0,0,0,1
2113,Good,12,1297,3,4,23,1,1,1,1,0,0,1,0,1,0,0
2114,Bad,12,900,4,2,23,1,1,1,1,1,0,0,0,1,0,0
2115,Good,21,2241,4,2,50,2,1,1,1,0,0,0,0,1,0,0
2116,Good,6,1050,4,1,35,2,1,0,1,0,1,0,0,0,1,0
2117,Good,24,6314,4,2,27,2,1,0,1,0,0,0,0,0,0,1
2118,Bad,12,4843,3,4,43,2,1,0,1,1,0,0,0,0,0,1
2119,Good,30,3017,4,4,47,1,1,1,1,0,0,1,0,0,0,1
2120,Good,24,4139,3,3,27,2,1,0,1,0,0,0,0,0,0,1
2121,Good,36,5742,2,2,31,2,1,0,1,0,0,0,0,1,0,0
2122,Good,60,10366,2,4,42,1,1,0,1,0,0,0,0,1,0,0
2123,Good,6,2080,1,2,24,1,1,1,1,0,0,0,0,0,0,1
2124,Bad,21,2580,4,2,41,1,2,1,1,0,0,0,0,0,1,0
2125,Good,30,4530,4,4,26,1,1,0,1,0,0,0,0,0,0,1
2126,Good,24,5150,4,4,33,1,1,0,1,0,0,0,0,0,0,1
2127,Bad,72,5595,2,2,24,1,1,1,1,0,1,0,0,1,0,0
2128,Good,24,2384,4,4,64,1,1,1,1,1,0,0,0,1,0,0
2129,Good,18,1453,3,1,26,1,1,1,1,0,0,0,0,1,0,0
2130,Good,6,1538,1,2,56,1,1,1,1,0,0,0,0,1,0,0
2131,Good,12,2279,4,4,37,1,1,0,1,0,0,0,0,1,0,0
2132,Good,15,1478,4,3,33,2,1,1,1,0,0,0,0,0,1,0
2133,Good,24,5103,3,3,47,3,1,0,1,0,0,0,0,0,0,1
